No;Classes;Text
143;NEUTRAL;"UBS held roughly $22 billion in invested assets for Russian clients potentially affected by EU and Swiss measures imposed to punish Moscow's invasion of Ukraine, including those not domiciled in Switzerland or the European Economic Area as of end-March, its quarterly report showed on Tuesday.

Swiss banks hold up to $213 billion of Russian wealth, the country's financial industry association estimated in March, while government officials have said some 7.5 billion Swiss francs ($7.8 billion) in funds and assets were frozen through mid-April under sanctions."
144;GOOD;"Morgan Stanley analyst Hamza Fodderwala raised the price target on Palo Alto Networks (NASDAQ:PANW) to $823.00 per share from $670.00 while maintaining an Overweight rating and a Top Pick designation.

More importantly, the analyst believes PANW could become the first $100 billion market cap name in cybersecurity within two years, signaling an upside of roughly 60%. His thesis is based on the fact that PANW has a large installed base, strong secular positioning in Cloud Security, and improving margins. These factors should fuel sustained 20%+ topline growth longer term. This should increase FCF with the management more focused on shareholder return rather than M&A."
145;BAD;"The German sportswear company warned in March of a hit to sales from closing business in Russia, without giving an estimate. It operates 500 stores in the country, a quarter of its total. It also said Ukraine could pose a risk to sales of up to 250 million euros ($271 million), or about 1% of the group total in 2021. Fourth-quarter results of LPP, Poland's biggest fashion retailer, were hit with a 335 million zloty ($78.05 million) write-down, covering closure of its stores in Russia. In 2021/2022, Russia was LPP's second-biggest market after Poland, constituting 19.2% of the retailer's full-year sales revenue. The company sees the suspension of business in Ukraine and closing stores in Russia to cost 25% of revenue.

TJX (NYSE:TJX) The U.S.-based fashion retailer TJX said it would sell its 25% stake in the Russian low-cost apparel shop chain Familia. The stake was valued at $186 million at the end of January, lower than the $225 million TJX paid for it in 2019. TJX said it might need to record an impairment due to the divestiture if the fair value of the Familia investment declines below its carrying value on the balance sheet. RENAULT Renault (EPA:RENA) said in March it considered a 2.2 billion-euro ($2.38 billion) non-cash writedown to reflect the potential costs of suspending operations in Russia. Lost sales in Russia accounted for 166 million euros of revenue loss in Q1, though the country remained the company's second-largest market after France."
146;BAD;"The Swedish truck maker said on April 8 it had set aside provisions worth $423 million after suspending activities in Russia that amounted to 3% of group sales. CITIGROUP The U.S. bank said in connection with its quarterly report it sees a loss of up to $3.0 billion from its exposures in Russia in a severely adverse scenario. The company said it had reduced its total exposure to the country since December 2021 by $2.0 billion to $7.8 billion. The most global of the American banks added $1.9 billion to its reserves in the first quarter to prepare for losses from direct exposures in Russia and the economic impact of Ukraine war.

CREDIT SUISSE The Swiss bank estimated on April 20 the impact of the Russian war in Ukraine will cost it 200 million Swiss francs ($209.10 million) in Q1 2022.

SOCIETE GENERALE The French bank said it would quit Russia and write off 3.1 billion euros ($3.35 billion) from selling its Rosbank unit to Interros Capital. The amount comprises a 2 billion-euro hit on Rosbank's book value and the rest linked to the reversal of rouble conversion reserves. "
147;BAD;ESSITY The Swedish hygiene products group said it would record a write-down of 1.4 billion crowns ($147.66 million) after it shut down all production and sales in Russia in March. The company generated around 2% of its total sales in the country last year, amounting to 2.8 billion crowns ($295.32 million). The tobacco giant took a charge of 3 cents per share related to the war in Ukraine in Q1, after discontinuing sales of a number of Marlboro and Parliament cigarette products in Russia. Philip Morris (NYSE:PM)' Q1 earnings fell 3.6% to $2.32 billion, or $1.50 per share, including the 3-cent charge. Russia generated revenue of more than $1.8 billion last year for the company, around 6% of its global sales 
148;BAD;The oil giant's decision to leave Russia and discontinue oil and gas operations will hit earnings, oil production between 1% and 2%, the company's CFO said. Exxon Mobil (NYSE:XOM)'s Russian oil and gas operations were valued at more than $4 billion. The Austrian energy group said on April 8 it would take a 2 billion-euro hit in the first quarter from its pullback from Russia, split evenly between its connection with the Nord Stream 2 pipeline project and adjustments to the consolidation method of two Russian entities. The world's largest liquefied natural gas trader will write down up to $5 billion following its decision to exit Russia, above the $3.4 billion previously disclosed, the company said on April 7. The increase was due to additional potential impacts around contracts, writedowns of receivables, and credit losses. The global streaming giant said on April 19 its decision to suspend services in Russia resulted in the loss of 700,000 members as the company lost subscribers for the first time in more than a decade.
149;BAD;"The Belgian brewer announced on April 22 it would sell its non-controlling stake in its Russian joint venture AB InBev Efes. The divestiture will result in a $1.1 billion impairment charge in the first quarter. The joint venture has 11 breweries in Russia and three in Ukraine. The Danish brewer said the decision to sell its Russian business would result in a write-down of about 9.5 billion crowns ($1.4 billion). The company generated 10% of its revenue and 6% of its operating profit in Russia in 2021. It also said it expected 300 million crowns of Ukraine impairment charges, plus goodwill writedowns of 700 million crowns for the Central and Eastern Europe region, which includes Ukraine.

HEINEKEN NV The Amsterdam-based brewer decided in late March to leave Russia, concluding that ownership of any business there is no longer sustainable or viable in current environment. Heineken (OTC:HEINY) added it will not profit from any transfer of ownership and expects an impairment and other non-cash exceptional charges of about 0.4 billion euros ($432.96 million) in total."
150;BAD;McDonald's (NYSE:MCD) said in March the closure of its Russian restaurants would cost it about $50 million a month. The company operates 847 sites - of its global total of over 38,000 - in Russia. Brokerage Piper Sandler expects the restaurant chain's halt to operations in Russia to result in an earnings per share hit of $1.19 in 2022. The American toy maker warned on April 19 of a potential revenue hit of about $100 million this year due to its decision to pause toy shipments to Russia. The Swedish gardening equipment maker said April 21 it had booked write-downs of 119 million crowns ($12.6 million) in the first quarter of 2022 as a result of stopping all exports and investments in Russia. In 2021, Russia accounted for 1.5% of group sales. The Finnish engineering group said it made a write-down of 79 million euros in orders from Russia in the first quarter. It also cancelled 32 million euros ($34.62 million) of sales to the country which negatively impacted the quarter's operating profit by about 39 million euros.
151;BAD;"The Finnish provider of mining solutions, which halted deliveries to Russia in March, said on April 21 that operative assets related to Russian customers of about 100 million euros ($109 million) could be at risk if is unable to wind down existing contracts in a controlled way. The company, which generated 10% of revenue from Russian sales in 2021, added it had 269 million euros of advance payment guarantees tied to deliveries to Russia at end-March. The Swedish bearings and seal maker said on April 22 it will cease all operations in Russia and plans to divest its Russian business in a controlled manner. The decision triggers a write-down of about 500 million Swedish crowns ($52.70 million) in the second quarter. Russian sales accounted for about 2% of the group's total sales in 2021.

STORA ENSO The Finnish forestry company said on April 25 it had divested its two sawmills and forest operations in Russia to local management, resulting in an impairment of 70 million euros ($75 million) in Q1, and triggering an additional loss on transaction under IFRS accounting rules of about 60 million euros upon closing of the deal."
152;GOOD;"Elon Musk's Starlink will provide in-flight wireless internet on Hawaiian Airlines Inc's trans-Pacific fleet, the airline said on Monday.

Under the deal, the companies are in the initial stages of implementation and the wireless internet is expected to be installed on select aircraft next year, Hawaiian said.

Starlink, a unit of SpaceX, has been in talks with various airlines for months to provide the in-flight internet service as it seeks to expand its reach beyond consumers and households in rural areas of the globe with little to no internet access.

Hawaiian said it will equip its Airbus A330 and A321neo aircraft, as well as an incoming fleet of Boeing (NYSE:BA) 787-9s with Starlink's satellite internet connectivity service.

Starlink signed its first deal with an air carrier, semi-private jet service JSX, last week and it involves equipping 100 airplanes with Starlink terminals."
153;GOOD;Roche's first-quarter sales rose 10% on strong U.S. demand for rapid COVID-19 antigen tests and specialty drugs but the Swiss drugmaker reaffirmed that a drop in pandemic-related demand would put the brakes on growth. Roche's quarterly sales rose to 16.44 billion Swiss francs ($17.17 billion), up from 14.93 billion Swiss francs in the year-earlier period. That was slightly above a market consensus of about 16 billion francs. The diagnostics division accounted for most of the positive surprise, reporting sales growth of 24% to 5.3 billion francs on usage of its COVID-19 tests and cardiac tests. Ocrevus revenue gained 18% to reach 1.45 billion francs and Hemlibra sales jumped 30% to 853 million francs, offsetting a decline in established off-patent cancer medicines Herceptin, Avastin and Rituxan due to cheaper rival products. 
154;GOOD;"French media giant Vivendi (OTC:VIVHY)'s first-quarter sales grew by 7.9% at constant exchange rates and excluding acquisitions, driven by its pay-TV and advertising operations, it said on Monday.

Total revenue advanced to 2.38 billion euros ($2.56 billion) from 2.1 billion a year ago. Pay-TV Canal Plus, now the company's biggest asset after the spin-off of Universal Music Group (AS:UMG), increased sales by 6% to 1.45 billion euros.

Sales at Vivendi's advertising unit Havas rose by 11.3% to 591 millions euros. "
155;BAD;"The Dow suffered its worst decline of the year on Friday, as a sea of red swept over stocks following mostly disappointing quarterly earnings from corporates and growing worries about aggressive Federal Reserve rate hikes.  

The Dow Jones Industrial Average slipped 2.8%, or 981 points, the S&P 500 fell 2.8%, and the Nasdaq fell 2.6%.

Health care was one of the worst performing sectors on the day, pressuring the broader market paced by a slump in HCA and Intuitive Surgical.

HCA Holdings (NYSE:HCA) fell 22% after reporting mixed quarterly results and cutting its full-year guidance following the impact of the pandemic and rising costs.

Intuitive Surgical (NASDAQ:ISRG) fell more than 14% as its better-than-expected first-quarter results were overshadowed by “the lack of follow-through on the procedure guide and the commentary around a potentially softer U.S. capital pipeline,” Raymond James said as it cut its price target on the stock to $330 from $334."
156;GOOD;"Valmont Industries Inc (NYSE:VMI) shares rallied 7.19% after it reported its first-quarter earnings and raised full-year guidance on Wednesday evening.

First-quarter revenue came in at $980.82 million, increasing 26.6% compared to the first quarter of 2021 and beating analyst forecasts. Earning per share was $3.07, beating estimates of $2.45 for the quarter.

The equipment manufacturer reported a record backlog of $1.8 million and announced a 10% quarterly dividend increase from 50 cents to 55 cents. 

""We delivered strong financial results in our first quarter, exceeding our expectations and achieving another quarter of record sales,"" said Stephen G. Kaniewski, President and Chief Executive Officer. 

""I am very pleased with our relentless focus on price management, operational excellence and the realization of increasing strong demand across the portfolio,"" added Kaniewski. 

The company raised its 2022 guidance, with net sales for the year predicted to increase between 11% and 17%. As a result, adjusted earnings per share are also forecasted to reach $13 to $13.50. "
157;GOOD;"Blackstone Inc said on Thursday its first-quarter distributable earnings jumped 63% as a strong performance from its real estate and credit businesses offset a weak showing from its hedge funds unit.

The world's largest manager of alternative assets saw distributable earnings, which represent the cash used to pay dividends to shareholders, rise to $1.9 billion from $1.2 billion a year earlier.

That resulted in distributable earnings per share of $1.55, which exceeded the average estimate of $1.06 per share of analysts compiled by Refinitiv."
158;GOOD;"For its quarterly fund performance, Blackstone said its real estate opportunistic and core plus funds appreciated by 10.3% and 7.9%, respectively. Private credit funds gained 1.7% while its private equity portfolio rose 2.8%. That compares with a decline of nearly 5% for the S&P 500 index.

Blackstone generated $23.2 billion in proceeds from asset divestments across its portfolio. That included the sale of its majority stake in medical services provider Apria Healthcare to Owens & Minor (NYSE:OMI) Inc in a $1.6 billion take-private deal.

During the quarter, Blackstone spent $22.8 billion on new acquisitions, including its $6.4 billion takeover of Australian casino operator Crown Resorts and a $5.8 billion deal to take real estate income trust Preferred Apartment Communities (NYSE:APTS) Inc private."
159;GOOD;"Lululemon Athletica Inc (NASDAQ:LULU) said it is looking to double its revenue to $12.5 billion by 2026, driven by stronger demand for workout clothes in the post-pandemic era.

The athletic apparel retailer declared a number of long-term growth objectives on Wednesday, citing three primary growth drivers in the following years including customer experience, product innovation, and market growth.

The company said it will attempt to double its men’s and digital sales, and boost international revenue by fourfold in the following five years. "
160;GOOD;"Shares of IBM (NYSE:IBM) are up nearly 2% in pre-market Wednesday after the company reported better-than-expected results and outlook.

The technology corporation reported first-quarter revenue of $14.20 billion, up 7.7% YoY and topping the consensus estimates of $13.81 billion. Operating EPS stood at $1.40 compared with the consensus estimates of $1.41 per share.

Consulting segment revenue came in at $4.83 billion, up 13% YoY and above the expected $4.62 billion. The company reported software revenue of $5.77 billion, up 12% YoY and just above the consensus projection of $5.7 billion."
161;BAD;"Shares of Netflix (NASDAQ:NFLX) are down over 26% in pre-open Wednesday after the streaming company reported disappointing Q1 results and Q2 guidance.

Netflix reported EPS of $3.53 in the first quarter, down from $3.75 in the year-ago period and above the consensus estimates of $2.91 per share. Revenue came in at $7.87 billion in the period, up 9.8% YoY and missing the expected $7.95 billion.

Streaming paid net change was reported at -200,000, compared to +3.98 million in the year-ago quarter and estimates of +2.5 million. This marks the first time in the last decade that net add growth has turned negative.

The company reported 221.64 million streaming paid memberships in Q1, up 6.7%, though below the consensus projection of 224.5 million. NFLX reported a Q1 operating margin of 25.1%, down from 27.4% YoY and above the estimates of 22.2%."
162;NEUTRAL;" Alphabet (NASDAQ:GOOGL) Inc's Google is investing in its first ever Africa product development centre in the Kenyan capital Nairobi, it said, as it positions itself to serve a growing base of internet users on the continent.

By the end of this decade, the continent will host 800 million internet users, the California-based firm said, and a third of the world's youth population, making it an attractive investment destination.

Google is hiring engineers, product managers, user experience designers and researchers to staff the new centre, said Suzanne Frey, vice president for products, and Nitin Gajria, the head of Google Africa, in a joint blog post on Tuesday.

The company is investing $1 billion in various projects on the continent over five years, its CEO Sundar Pichai said last October, to help economies accelerate their digital transformation.

It has already opened an artificial intelligence centre in Accra, Ghana, focusing on innovations that can be applied to various challenges.

Microsoft (NASDAQ:MSFT) has also been investing in technology development hubs in Kenya and Nigeria, investing $100 million and hiring hundreds of engineers in both countries."
163;GOOD;"The S&P 500 racked up gains Tuesday, as dip-buyers returned to big tech stocks, shrugging off an ongoing melt-up in rates ahead of the quarterly results from Netflix and IBM .

The S&P 500 rose 1.4%, the Dow Jones Industrial Average was up 1.3%, or 440 points, the Nasdaq climbed 1.81%.

Big tech attracted dip-buying action intraday, with Facebook (NASDAQ:FB) and Amazon (NASDAQ:AMZN) leading the upside rising more than 2%. Alphabet (NASDAQ:GOOGL), Apple (NASDAQ:AAPL), and Microsoft (NASDAQ:MSFT) were mostly up more than 1%."
164;NEUTRAL;"Zendesk (NYSE:ZEN) is reportedly considering a potential sale option after the company hired boutique investment bank and advisory firm Qatalyst Partners, according to Reuters.

The software maker turned down a $16 billion acquisition bid from a consortium of private equity firms in February. Furthermore, Zendesk’s investors also rejected the company’s bid to acquire Momentive Global in a deal that was valued at around $4 billion.

The rejection ended Zendesk’s merger agreement with Momentive Global after renowned investors bashed the deal, raising concerns about its rationale and potential risks."
165;GOOD;"Mercadolibre (NASDAQ:MELI) Inc and Brazilian airline Gol Linhas Aereas Inteligentes SA on Tuesday announced a 10-year logistics partnership for cargo transportation in the South American country.

Under the deal, Mercadolibre will exclusively use six Gol-owned Boeing (NYSE:BA) 737-800 BCF aircraft, with the option to add another six aircraft to the operations by 2025, the companies said.

Operations are scheduled to start in the second half of 2022.

With the deal, Gol said it expects its logistics unit GOLLOG to add 100 million reais ($21.43 million) in revenue in 2022 and 1 billion reais over a five-year period.

The airline also said it will save about 25 million reais in 2022 and 75 million reais in 2023 thanks to the partnership, as it updates its aircraft fleet.

Mercadolibre said it expects to increase its air cargo transportation in Brazil to 40 million packages per year from 10 million currently."
166;BAD;"Asia Pacific stocks were mostly down on Thursday morning. U.S. counterparts and oil both dropped sharply over a potential massive release of U.S. strategic oil.

China’s Shanghai Composite edged down 0.17% by 10:23 PM ET (2:23 AM GMT) and the Shenzhen Component fell 0.6%. The manufacturing purchasing managers index (PMI) was 49.5, while the non-manufacturing PMI was 48.4, in March 2022. The Caixin manufacturing PMI is due on Friday, and the People’s Bank of China vowed to boost confidence and provide more effective support to the economy.

Securities and Exchange Commission chair Gary Gensler also tamped down speculation that a deal to keep about 200 Chinese stocks from losing their U.S. listings is in the works.

Hong Kong’s Hang Seng Index fell 0.79%.

Japan’s Nikkei 225 edged down 0.13%, while South Korea’s KOSPI gained 0.51%. In Australia, the ASX 200 was up 0.35%.

Reports that the U.S. is preparing a plan to release roughly a million barrels of oil a day from its strategic petroleum reserve halted a rebound in oil. The Organization of the Petroleum Exporting Countries and allies (OPEC+) will also meet later in the day.

Global stocks are set for their worst quarter in two years as the war in Ukraine puts upward pressure on commodity prices, forcing central banks, including the U.S. Federal Reserve, to tighten monetary policy."
167;NEUTRAL;"The S&P 500 climbed to record highs Thursday, as weakness in energy was mostly offset by a Tesla-fueled climb in consumer discretionary stocks and strength in big tech.

The S&P 500 was up 0.20% to 4,546.19 eclipsing its previous intraday record of 4,545.85, the Dow Jones Industrial Average slipped 0.1%, or 32 points, and the Nasdaq Composite added 0.59%.

Energy stocks fell about 2% as oil prices reversed course after hitting $86 a barrel as investors appeared to take profit on prices.

Baker Hughes (NYSE:BKR), Halliburton (NYSE:HAL), Kinder Morgan (NYSE:KMI) were down sharply, with the latter down nearly 6% following quarterly results a day earlier that surprised to the upside."
168;BAD;"German industrial production unexpectedly fell for a second month in February, suggesting that coronavirus restrictions are increasingly harming one of the economy’s most resilient parts.

Output dropped 1.6% from the previous month, surprising all but three economists in a Bloomberg survey. The decline was broad based, with investment-goods production taking a particular hit."
169;BAD;"U.S. Steel said on Friday it will idle a plant in Indiana by mid-November as part of the consolidation of its till mill operations in the United States, a move which could result in lay-offs for nearly 150 employees.

The news comes days after the Pittsburgh-based company revealed its plans to let go of up to 200 workers at its Great Lakes facility in Michigan.

The steelmaker blamed high levels of low-priced imports for its decision to consolidate work at East Chicago Tin facility into the ones at Gary Works and the Midwest Plant in Northwest Indiana.

The East Chicago facility currently employs 297 workers. A U.S. Steel spokeswoman said the company expects to offer half of the employees positions at the two Northwest Indiana plants.

""Decisions around employee impacts have not been finalized,"" Meghan Cox, the company's spokeswoman, told Reuters. ""Our goal is to place as many East Chicago Tin employees as possible at other nearby U. S. Steel facilities.""

U.S. Steel's shares closed down 5.3% at $11.17 on Friday. Its stock price has plunged 76% since March 1, 2018, when President Donald Trump announced his decision to impose 25% tariffs on foreign steel imports to help revive U.S. steelmakers."
170;BAD;"Footlocker slumped on Friday after the apparel company reported second-quarter results that fell short of estimates on both top and bottom lines.

Footlocker reported earnings of 66 cents per share on revenue of $1.774 billion, missing consensus estimates from Investing.com for earnings of 67 cents a share on revenue of $1.82 billion, sending shares sliding than 17%.

Same-store sales grew 0.8%, well below expectations for a 3.2% gain, while gross profit margins fell to 30.1% from 30.2%.

The results were at the lower end of management’s expectations, but the company said it was well positioned for the back-to-school period on beyond."
171;NEUTRAL;"German industrial group Thyssenkrupp (DE:TKAG) is in talks to buy metals distributor Kloeckner & Co (DE:KCOGn) in a move to strengthen its steel business, Handelsblatt reported on Thursday citing sources familiar with the matter.

CEO Guido Kerkhoff, under pressure after a fourth profit warning on his watch sent Thyssenkrupp shares to a 16-year low, has put a deal to buy Kloeckner at the centre of a turnaround plan he is working on, the newspaper reported."
172;BAD;"Wells Fargo & Co (N:WFC) will pay the Navajo Nation $6.5 million to settle a lawsuit over ""predatory and unlawful practices"" by the bank, the Native American tribe said on Thursday.

The Navajo Nation sued Wells Fargo in federal and tribal courts in 2017, alleging the San Francisco-based bank had opened unauthorized accounts for vulnerable tribe members as part of the potentially millions of fake accounts opened by bank employees nationwide."
173;GOOD;"Wall Street rose on Thursday after more strong earnings from retailers continued to underscore that the U.S. consumer remains resilient.

The Dow jumped 131 points, or 0.5%, by 9:49 AM ET (13:49 GMT), while the S&P 500 rose 8 points, or 0.3%, and the Nasdaq composite was up 17 points, or 0.2%.

Retail earnings were mostly higher on Thursday after a strong performance by Lowe’s (NYSE:LOW) and Target (NYSE:TGT) on Wednesday.

Nordstrom (NYSE:JWN) surged 9% after the department store operator posted strong second-quarter profit, despite missing forecasts on sales, while Dick’s Sporting Goods (NYSE:DKS) gained 4.6% on upbeat earnings."
174;GOOD;"Japan stocks were higher after the close on Thursday, as gains in the Paper & Pulp, Railway & Bus and Real Estate sectors led shares higher.

At the close in Tokyo, the Nikkei 225 rose 0.05%.

The best performers of the session on the Nikkei 225 were Shiseido Co., Ltd. (T:4911), which rose 5.55% or 449.0 points to trade at 8543.0 at the close. Meanwhile, Dainippon Screen Mfg. Co., Ltd. (T:7735) added 3.28% or 200.0 points to end at 6300.0 and Nomura Holdings Inc (T:8604) was up 2.27% or 9.0 points to 405.3 in late trade."
175;BAD;"Hong Kong stocks are poised for their worst quarter since 2015 and corporate earnings are unlikely to save them.

After a sell-off erased more than $600 billion from the city’s equities, attractive valuations stood as a potential bright spot. But those multiples don’t look so good when analysts keep slashing their profit forecasts for 2019. Their call for an average 19% slump in operating income would be the biggest contraction for Hang Seng Index companies since the global financial crisis, data compiled by Bloomberg show.

While a protracted U.S.-China trade war and a weak yuan are to blame for a big chunk of the profit reductions, the latest cuts reveal a deeper issue. With Hong Kong’s slowing economy buckling under the pressure of 11 straight weeks of protests, demand for everything from bank loans to utility gas may be jeopardized.

“The third quarter could be even worse given the local political situation and the trade war escalation,” said Jackson Wong, asset management director at Amber Hill Capital Ltd. “Potential downside surprises have not been fully reflected in share prices."""
176;BAD;"The threat from the trade war and weeks of local unrest has been apparent in the property market, as well as hotel occupancy and retail sales. CK Asset Holdings Ltd., whose shares fell to lowest since January 2017 last week, postponed a luxury residential project because of the protests. It spent about $3.3 billion buying British pub owner Greene King Plc.

HSBC Holdings Plc (LON:HSBA) and BOC Hong Kong Holdings Ltd. have lost about 9% this month as investors become increasingly concerned about capital flight.

A weak yuan is also bad news for the Hang Seng Index: its firms get an average 64% of revenue from the mainland, and 22% from Hong Kong, Morgan Stanley (NYSE:MS) calculates. The currency broke past the key 7 per dollar this month for the first time since 2008, and has traded weaker than that level for more than two weeks.

The gloomy profit outlook comes at a critical time for Hong Kong’s equity market. While cheap valuations spurred some dip-buying this week, strategists at Morgan Stanley and Credit Suisse (SIX:CSGN) Group AG are among those turning more bearish. The Hang Seng Index is still down 13% since its April high, one of the worst returns in the world."
177;GOOD;"Nvidia climbed on Wednesday after a Wall Street analyst backed the chipmaker to leave its rivals behind as its growth story remains in the “early innings.”

Benchmark analyst Ruben Roy initiated coverage on the stock with a buy rating and a $210 price target, suggesting upside of more than 25% from its closing price of $167.87 a day earlier.

Nvidia (NASDAQ:NVDA) climbed 2.1% in afternoon trading. It's up 28.4% on the year and 4.4% in the third quarter.

Nvidia is ""uniquely positioned"" to grow at a faster compound annual rate than its peers and is in the ""early innings"" of its growth story due to the ""increasing use of GPUs across a diverse set of growth markets,” Roy said.

Earlier this week, Microsoft (NASDAQ:MSFT) said it would use Nvidia’s RTX video graphics units to spice up the visuals of its popular world-building game ""Minecraft."""
178;NEUTRAL;"U.S. money market funds amassed their highest level of assets since October 2009 as investors shift cash into low-risk products amid worries about a global economic slowdown and trade tensions, a private report released on Wednesday showed.

Taxable money funds, which are seen as almost as safe as bank accounts, are offering higher yields than most U.S. Treasuries.

Benchmark 10-year Treasury yields were 1.588% on Wednesday after hitting 1.475% last week, which was a three-year low.

Total money fund assets increased by $17.11 billion to $3.328 trillion in the week ended Aug. 20, putting them at their highest level since October 2009, the Money Fund Report said.

Money fund assets have grown by $357 billion, or 12%, since the end of 2018.

Taxable money market fund assets increased by $17.37 billion to $3.192 trillion, but tax-free assets fell by $261.90 million to $135.69 billion, according to the report, published by iMoneyNet."
179;GOOD;"U.S. futures rallied on Wednesday after upbeat earnings from Lowe’s (NYSE:LOW) and Target (NYSE:TGT) gave a fresh reminder of the current strength of the U.S. economy.

Lowe’s (NYSE:LOW) reported earnings per share of $2.15 on revenue of $20.99 billion, which was higher than expected. Comparable sales rose 3.2%, despite a fall in lumber prices and difficult weather, the home-improvement retailer reported. The same factors had also weighed on Home Depot's sales and outlook on Tuesday.

Meanwhile Target’s second-quarter profit surged 17% and it raised its profit forecast for the year by some 2.5%, amid strong increases both in online traffic and store sales. The company jumped 7.8% in premarket trade, while Lowe’s (NYSE:LOW) gained 8.3%.

Nasdaq 100 futures rose 65 points or 0.9% by 6:40 AM ET (10:40 GMT), while Dow futures jumped 159 points or 0.6% and S&P 500 futures inched up 20 points or 0.7%.

Technology stocks were higher, with Netflix (NASDAQ:NFLX) up 1%, Facebook (NASDAQ:FB) rising 0.8% and Apple (NASDAQ:AAPL) gaining 0.9%. Tesla (NASDAQ:TSLA) declined 0.7% after reports that Walmart (NYSE:WMT) is suing the company over fires allegedly caused by its solar panels."
180;BAD;"Asian stocks fell in morning trade on Wednesday. U.S. Secretary of State Mike Pompeo's comment received some attention as he said he expects the Sino-U.S. trade war to end by 2020, but urged Beijing to respect Hong Kong's pro-democracy protestors' rights and the city's autonomy because they are important for a trade deal.

China’s Shanghai Composite and the Shenzhen Component were down 0.2% and 0.3% respectively by 10:30 PM ET (02:30 GMT). Hong Kong’s Hang Seng Index slipped 0.1%.

Japan’s Nikkei traded 0.4% lower, while South Korea’s KOSPI climbed 0.2%.

Down under, Australia’s ASX 200 dropped 1.0%.

Concerns about a global economic slowdown continued to be cited as headwinds for the markets today.

Traders also remained cautious amid conflicting signs on the Sino-U.S. trade front. U.S. President Donald Trump said he had to “take China on” even if it would cause short-term impact on U.S. economy."
181;NEUTRAL;"French supermarket retailer Casino (PA:CASP) is targeting a further 2 billion euros ($2.2 billion) of asset sales, stepping up plans to cut debt and improve financial performance.

Casino has been struggling to improve its profits in a tough business climate in France, raising concerns over its ability to generate enough cash to pay off the debt of parent company Rallye (PA:GENC).

""The board of directors has validated the arbitration of assets whose disposal would be a source of value creation,"" Casino said in a statement on Tuesday.

""As a result, new asset disposals for a target amount of 2 billion euros have been identified, with this second phase of the disposal plan to be completed by the end of Q1, 2021."""
182;GOOD;"Long-dated bond yields in the euro zone shot higher on Monday on the back of a calmer tone in world markets and increased expectations for fiscal stimulus in Germany.

Germany has the fiscal strength to counter any future economic crisis ""with full force"", Finance Minister Olaf Scholz said on Sunday, suggesting Berlin could provide up to 50 billion euros ($55 billion) of extra spending.

That followed a report on Friday that Germany was prepared to ditch its balanced budget rule and take on new debt to counter a possible recession, pushing bond yields higher.

Firmer sentiment in equity markets and a report that the U.S. Treasury is considering issuing 50 or 100-year bonds also provided an opportunity for bond investors to take profits on recent hefty price gains, analysts said.

Thirty-year bond yields across the single currency bloc were up 9-10 basis points on the day. Germany's 30-year bond yield was on track for its biggest one-day jump since 2017, rising to -0.11% (DE30YT=RR).

Germany's 10-year bond yield was up 4 bps at -0.63% (DE10YT=RR), off record lows around -0.73% hit last week."
183;GOOD;"The S&P 500 climbed Wednesday, after swinging between gains and losses as the Federal Reserve's May meeting minutes showed the central bank was keen to move quick on rate hikes to allow breathing room on tightening later this year.

The S&P 500 rose 1%, the Dow Jones Industrial Average gained 1%, or 227 points, the Nasdaq was up 1.6%. Nordstrom (NYSE:JWN) reported a wider than expected loss in the first quarter, but revenue jumped to pre-pandemic levels to top Wall Street expectations, sending its shares more than 13% higher. Dick’s Sporting Goods (NYSE:DKS) reported a softer outlook for the full year, but first-quarter results beat on both the top and bottom lines. Its shares gained 10%."
184;GOOD;"Urban Outfitters (NASDAQ:URBN) also reported record sales that overshadowed weaker-than-expected earnings and the impact of rising costs. Wall Street also pointed to strength in the retailer’s Anthropologie and Free People Movement brands. Bath & Body Works (NYSE:BBWI), Under Armour (NYSE:UAA), and Ralph Lauren Corp (NYSE:RL) were among the biggest gainers, while a climb in Tesla (NASDAQ:TSLA) also supported the sector.

Housing stocks, led by Toll Brothers (NYSE:TOL), were also in ascendency, shrugging off recent data pointing to a slowdown in the housing market.

Toll Brothers reported better-than-expected quarterly results, buoyed by strong demand for housing, though the home builder highlighted the impact of rising mortgage rates and softer macroeconomic conditions.

Lennar (NYSE:LEN), PulteGroup Inc (NYSE:PHM), and TRI Pointe Homes (NYSE:TPH) were higher.

Technology, meanwhile, cut some losses as big tech including Apple (NASDAQ:AAPL), and Alphabet (NASDAQ:GOOGL) moved off session lows. 

NVIDIA (NASDAQ:NVDA) was up more than 5% ahead of its quarterly results due after the market closes.

In other news, Beyond Meat (NASDAQ:BYND) jumped more than 13% after the meatless company announced an endorsement deal with influencer Kim Kardashian."
185;NEUTRAL;"Kohl's Corp (NYSE:KSS) rallied 17% on Wednesday after reports that the company was braced for lower bids from potential buyers than the ones they submitted earlier this year.

The bids are expected to be lower than the previous bids made earlier this year to reflect the market downturn and the fall in its stock. The potential bidders include Sycamore Partners, Franchise Group (NASDAQ:FRG), and mall owner duo Simon Property Group (NYSE:SPG) and Brookfield Asset Management. 

The bidders plan to lower their offers by 10% to 15%. 

In addition, Acacia Research is preparing its next steps after its recent bid of $64 a share was rejected earlier this year. Reuters reported that some bidders were willing to pay at least $70 a share. "
